ID,Name,Category,City,Country,Latitude,Longitude,Description,Entry_Time,Fee,Visit_Time
31974,7879 Gallery,Art Gallery,Unknown,Singapore,1.3084502,103.8562041,Not Available,0,Not Available,Not Available
31975,Abandoned Motorbike,Tourist Attraction,Unknown,Singapore,1.268565,103.8192156,Not Available,0,Not Available,Not Available
31976,Abandoned car,Tourist Attraction,Unknown,Singapore,1.3313174,103.8216533,Not Available,0,Not Available,Not Available
31977,Aerie,Scenic View,Unknown,Singapore,1.4464602,103.7257789,Not Available,0,Not Available,Not Available
31978,Aesthetic Art Gallery,Art Gallery,Unknown,Singapore,1.3121043,103.862907,Not Available,0,Not Available,Not Available
31979,Africa Penguin,Tourist Attraction,Unknown,Singapore,1.4039664,103.7941276,Not Available,0,Not Available,Not Available
31980,African Dwarf Crocodile,Tourist Attraction,Unknown,Singapore,1.4039925,103.7909612,Not Available,0,Not Available,Not Available
31981,African Painted Dog,Tourist Attraction,Unknown,Singapore,1.4029367,103.7939572,Not Available,0,Not Available,Not Available
31982,African White Lion,Tourist Attraction,Unknown,Singapore,1.4024246,103.7882941,Not Available,0,Not Available,Not Available
31983,Ancient Egypt,Theme Park,Unknown,Singapore,1.2536728,103.8228404,Not Available,0,Not Available,Not Available
31984,Animal Friends,Tourist Attraction,Unknown,Singapore,1.4035722,103.7964651,Not Available,0,Not Available,Not Available
31985,Anoa,Tourist Attraction,Unknown,Singapore,1.4048057,103.792256,Not Available,0,Not Available,Not Available
31986,Aqueduct,Tourist Attraction,Unknown,Singapore,1.335364,103.81527,Not Available,0,Not Available,Not Available
31987,Arab Street,Tourist Attraction,Unknown,Singapore,1.3021612,103.8583262,Not Available,0,Not Available,Not Available
31988,Arab street shops,Tourist Attraction,Unknown,Singapore,1.3004402,103.8598028,Not Available,0,Not Available,Not Available
31989,Arapaima,Tourist Attraction,Unknown,Singapore,1.4033349,103.7903443,Not Available,0,Not Available,Not Available
31990,Archerfish,Tourist Attraction,Unknown,Singapore,1.4037656,103.7918145,Not Available,0,Not Available,Not Available
31991,Archery Range Indoor,Tourist Attraction,Unknown,Singapore,1.3327551,103.8670265,Not Available,0,Not Available,Not Available
31992,Art Outreach,Art Gallery,Unknown,Singapore,1.277229,103.8037008,Not Available,0,Not Available,Not Available
31993,Art Seasons Gallery,Art Gallery,Unknown,Singapore,1.3275153,103.8738738,Not Available,0,Not Available,Not Available
31994,Art Social,Art Gallery,Unknown,Singapore,1.3034834,103.8646159,Not Available,0,Not Available,Not Available
31995,Art plus Gallery,Art Gallery,Unknown,Singapore,1.2967666,103.8539068,Not Available,0,Not Available,Not Available
31996,ArtScience Museum,Museum,Unknown,Singapore,1.2861382,103.8592297,Not Available,0,Not Available,Not Available
31997,Artcommune Gallery,Art Gallery,Unknown,Singapore,1.2964336,103.8526517,Not Available,0,Not Available,Not Available
31998,Asian Elephant,Tourist Attraction,Unknown,Singapore,1.4052897,103.79582,Not Available,0,Not Available,Not Available
31999,Asian Otter,Tourist Attraction,Unknown,Singapore,1.4008439,103.790228,Not Available,Not Available,0,Not Available
32000,Asian Wild Dog,Tourist Attraction,Unknown,Singapore,1.4023575,103.7863757,Not Available,0,Not Available,Not Available
32001,Atlantic Tarpons,Tourist Attraction,Unknown,Singapore,1.4040592,103.7909927,Not Available,0,Not Available,Not Available
32002,Australian Lungfish,Tourist Attraction,Unknown,Singapore,1.4037921,103.7917726,Not Available,0,Not Available,Not Available
32003,Babirusa,Tourist Attraction,Unknown,Singapore,1.4046837,103.7925142,Not Available,0,Not Available,Not Available
32004,Bajau Hill,Natural Landmark,Unknown,Singapore,1.3522489,103.6600859,Not Available,0,Not Available,Not Available
32005,Balestier Art Deco shophouses,Tourist Attraction,Unknown,Singapore,1.3216239,103.8530549,Not Available,0,Not Available,Not Available
32006,Bambusetum,Tourist Attraction,Unknown,Singapore,1.3112897,103.8128795,Not Available,0,Not Available,Not Available
32007,Bandstand,Tourist Attraction,Unknown,Singapore,1.3103872,103.8163537,Not Available,0,Not Available,Not Available
32008,Banyan Tree & Ruin,Tourist Attraction,Unknown,Singapore,1.3066832,103.8663997,Not Available,0,Not Available,Not Available
32009,Barasingha,Tourist Attraction,Unknown,Singapore,1.4017649,103.7903842,Not Available,0,Not Available,Not Available
32010,Bare-faced Curassow,Tourist Attraction,Unknown,Singapore,1.4027745,103.7915922,Not Available,0,Not Available,Not Available
32011,Barking Deer,Tourist Attraction,Unknown,Singapore,1.4028683,103.7899886,Not Available,0,Not Available,Not Available
32012,Beaded Collection,Tourist Attraction,Unknown,Singapore,1.3198501,103.8167142,Not Available,0,Not Available,Not Available
32013,Bearded Pig,Tourist Attraction,Unknown,Singapore,1.4022087,103.7861852,Not Available,0,Not Available,Not Available
32014,Bearded Saki,Tourist Attraction,Unknown,Singapore,1.4015585,103.7915325,Not Available,0,Not Available,Not Available
32015,Bell of Happiness (Dar Pomorza),Tourist Attraction,Unknown,Singapore,1.2716597,103.8189686,Not Available,0,Not Available,Not Available
32016,Big Banyan Tree,Tourist Attraction,Unknown,Singapore,1.2702295,103.8199623,Not Available,0,Not Available,Not Available
32017,Binturong,Tourist Attraction,Unknown,Singapore,1.403056,103.7893234,Not Available,0,Not Available,Not Available
32018,Black Earth Arts Museum,Museum,Unknown,Singapore,1.30862,103.9028068,Not Available,0,Not Available,Not Available
32019,Black Howler Monkey,Tourist Attraction,Unknown,Singapore,1.4030306,103.7910779,Not Available,0,Not Available,Not Available
32020,Black-and-white Ruffed Lemur,Tourist Attraction,Unknown,Singapore,1.4051583,103.7952581,Not Available,0,Not Available,Not Available
32021,Boardwalk @ Seletar airport,Tourist Attraction,Unknown,Singapore,1.4098004,103.866495,Not Available,0,Not Available,Not Available
32022,Bonsai,Tourist Attraction,Unknown,Singapore,1.3099652,103.8162532,Not Available,0,Not Available,Not Available
32023,Bonsai Garden,Tourist Attraction,Unknown,Singapore,1.3382963,103.7300601,Not Available,0,Not Available,Not Available
32024,Bornean Orang Utan,Tourist Attraction,Unknown,Singapore,1.4035333,103.7939787,Not Available,0,Not Available,Not Available
32025,Botak Hill,Natural Landmark,Unknown,Singapore,1.4032962,104.0453289,Not Available,0,Not Available,Not Available
32026,Botanical Art Gallery,Tourist Attraction,Unknown,Singapore,1.3145593,103.8099841,Not Available,0,Not Available,Not Available
32027,Brazilian Tapir,Tourist Attraction,Unknown,Singapore,1.4025104,103.7908338,Not Available,Not Available,0,Not Available
32028,Brick Walls Stairs Ruins (NBE),Historical Ruins,Unknown,Singapore,1.350422,103.76871,Not Available,0,Not Available,Not Available
32029,Brickosaurs,Tourist Attraction,Unknown,Singapore,1.4060217,103.7949161,Not Available,0,Not Available,Not Available
32030,Buffalo,Tourist Attraction,Unknown,Singapore,1.4007634,103.7877543,Not Available,0,Not Available,Not Available
32031,Bugis Street Back Lane,Tourist Attraction,Unknown,Singapore,1.3009022,103.8550275,Not Available,0,Not Available,Not Available
32032,Bukit Brown,Natural Landmark,Unknown,Singapore,1.3371278,103.8263414,Not Available,0,Not Available,Not Available
32033,Bukit Kallang,Natural Landmark,Unknown,Singapore,1.3613518,103.8094443,Not Available,0,Not Available,Not Available
32034,Bukit Kelapa Tujoh Pokok,Natural Landmark,Unknown,Singapore,1.167156,103.7369552,Not Available,0,Not Available,Not Available
32035,Bukit Pak Bekang,Natural Landmark,Unknown,Singapore,1.1733629,103.7405996,Not Available,0,Not Available,Not Available
32036,Bukit Prigi Kling,Natural Landmark,Unknown,Singapore,1.1692974,103.7384751,Not Available,0,Not Available,Not Available
32037,Bukit Tinggi,Natural Landmark,Unknown,Singapore,1.3469504,103.7926966,Not Available,0,Not Available,Not Available
32038,Bunker,Tourist Attraction,Unknown,Singapore,1.4474625,103.8241717,Not Available,0,Not Available,Not Available
32039,Butterfly Aviary,Tourist Attraction,Unknown,Singapore,1.4021457,103.7954988,Not Available,0,Not Available,Not Available
32040,Butterfly Garden,Zoo,Unknown,Singapore,1.3575401,103.9861793,Not Available,0,Not Available,Not Available
32041,Butterfly Park & Insect Kingdom,Zoo,Unknown,Singapore,1.2554744,103.8169904,Not Available,0,Not Available,Not Available
32042,CDL Green Gallery,Art Gallery,Unknown,Singapore,1.3083692,103.8177353,Not Available,0,Not Available,Not Available
32043,Cape of Good Heart Gallery,Art Gallery,Unknown,Singapore,1.2968326,103.8538211,Not Available,0,Not Available,Not Available
32044,CapitaSpring Sky Garden,Scenic View,Unknown,Singapore,1.2839722,103.8500286,Not Available,0,Not Available,Not Available
32045,Capuchin Monkey,Tourist Attraction,Unknown,Singapore,1.4052213,103.7952863,Not Available,0,Not Available,Not Available
32046,Capybara,Tourist Attraction,Unknown,Singapore,1.4025882,103.7914574,Not Available,0,Not Available,Not Available
32047,Carmichael Road Playground,Monument,Unknown,Singapore,1.3425915,103.8630059,Not Available,0,Not Available,Not Available
32048,Carribbean Flamingo,Tourist Attraction,Unknown,Singapore,1.4028523,103.7910698,Not Available,0,Not Available,Not Available
32049,Cassowary,Tourist Attraction,Unknown,Singapore,1.4060753,103.7935963,Not Available,0,Not Available,Not Available
32050,Certis Cisco west hub,Tourist Attraction,Unknown,Singapore,1.3305704,103.7385721,Not Available,0,Not Available,Not Available
32051,Chan + Hori Contemporary,Art Gallery,Unknown,Singapore,1.277679,103.8044879,Not Available,0,Not Available,Not Available
32052,Chancery Lane Pill Box,Tourist Attraction,Unknown,Singapore,1.3221485,103.8385138,Not Available,0,Not Available,Not Available
32053,Chawang the Elephant,Tourist Attraction,Unknown,Singapore,1.4022396,103.784527,Not Available,0,Not Available,Not Available
32054,Cheetah,Tourist Attraction,Unknown,Singapore,1.4024943,103.7941182,Not Available,0,Not Available,Not Available
32055,Chek Jawa Wetlands,Tourist Attraction,Unknown,Singapore,1.408688,103.9907677,Not Available,0,Not Available,Not Available
32056,Chimpanzee,Tourist Attraction,Unknown,Singapore,1.4027544,103.7960601,Not Available,0,Not Available,Not Available
32057,Chinatown,Tourist Attraction,Unknown,Singapore,1.2829435,103.8441517,Not Available,0,Not Available,Not Available
32058,Chinatown Heritage Centre,Museum,Unknown,Singapore,1.2834963,103.8443296,Not Available,0,Not Available,Not Available
32059,Chinese Giant Salamander,Tourist Attraction,Unknown,Singapore,1.4039369,103.7922353,Not Available,0,Not Available,Not Available
32060,Choa Chu Kang Hill,Natural Landmark,Unknown,Singapore,1.3554674,103.6805383,Not Available,0,Not Available,Not Available
32061,Civil Defense Heritage Gallery,Museum,Unknown,Singapore,1.2920735,103.8491424,Not Available,0,Not Available,Not Available
32062,Civit,Tourist Attraction,Unknown,Singapore,1.4006334,103.7909099,Not Available,Not Available,0,Not Available
32063,Clouded Leopard,Tourist Attraction,Unknown,Singapore,1.4008975,103.7896721,Not Available,0,Not Available,Not Available
32064,Collared Peccary,Tourist Attraction,Unknown,Singapore,1.4017449,103.7917974,Not Available,0,Not Available,Not Available
32065,Colobus Monkey,Tourist Attraction,Unknown,Singapore,1.405266,103.7949822,Not Available,0,Not Available,Not Available
32066,Colourful Shophouses,Tourist Attraction,Unknown,Singapore,1.3235587,103.8510073,Not Available,0,Not Available,Not Available
32067,Colourful house in little India,Tourist Attraction,Unknown,Singapore,1.3071451,103.8510017,Not Available,0,Not Available,Not Available
32068,Colugo Deck,Scenic View,Unknown,Singapore,1.3448352,103.7820855,Not Available,0,Not Available,Not Available
32069,Comma Space 逗号空间,Art Gallery,Unknown,Singapore,1.2774312,103.8034598,Not Available,0,Not Available,Not Available
32070,Condom Lorry,Tourist Attraction,Unknown,Singapore,1.3767507,103.7837818,Not Available,0,Not Available,Not Available
32071,Confluence,Art Gallery,Unknown,Singapore,1.2871365,103.8451769,Not Available,0,Not Available,Not Available
32072,Confucius statue,Monument,Unknown,Singapore,1.3382601,103.7289359,Not Available,0,Not Available,Not Available
32073,Conserved Terrace Houses,Tourist Attraction,Unknown,Singapore,1.3057409,103.9061586,Not Available,0,Not Available,Not Available
32074,Cotton-top Tamarin,Tourist Attraction,Unknown,Singapore,1.4052079,103.794259,Not Available,0,Not Available,Not Available
32075,Cuvier's Dwarf Caiman,Tourist Attraction,Unknown,Singapore,1.4031901,103.7911905,Not Available,0,Not Available,Not Available
32076,Dairy Farm Ruins,Historical Ruins,Unknown,Singapore,1.3604092,103.7774935,Not Available,0,Not Available,Not Available
32077,Dalhousie Obelisk,Monument,Unknown,Singapore,1.2874478,103.852223,Not Available,0,Not Available,Not Available
32078,Dialogue in the Dark Singapore,Museum,Unknown,Singapore,1.3341909,103.7771594,Not Available,0,Not Available,Not Available
32079,Discovery Garden,Tourist Attraction,Unknown,Singapore,1.3619506,103.9917464,Not Available,0,Not Available,Not Available
32080,Douc Langur,Tourist Attraction,Unknown,Singapore,1.4053462,103.794496,Not Available,0,Not Available,Not Available
32081,Dragon's Teeth Gate,Tourist Attraction,Unknown,Singapore,1.2629688,103.8053462,Not Available,0,Not Available,Not Available
32082,Dragon's Teeth Gate Viewpoint,Scenic View,Unknown,Singapore,1.2600017,103.807375,Not Available,0,Not Available,Not Available
32083,Drain Remains,Historical Ruins,Unknown,Singapore,1.3607295,103.7537343,Not Available,0,Not Available,Not Available
32084,Eagle’s Eye Gallery,Art Gallery,Unknown,Singapore,1.2869373,103.8472107,Not Available,0,Not Available,Not Available
32085,Eastern Battlenose,Tourist Attraction,Unknown,Singapore,1.4040569,103.7910759,Not Available,0,Not Available,Not Available
32086,Eland,Tourist Attraction,Unknown,Singapore,1.4026391,103.7934664,Not Available,0,Not Available,Not Available
32087,Electric Eel,Tourist Attraction,Unknown,Singapore,1.4030018,103.790524,Not Available,0,Not Available,Not Available
32088,Elephant,Tourist Attraction,Unknown,Singapore,1.402312,103.7852042,Not Available,0,Not Available,Not Available
32089,Elephant Hill,Natural Landmark,Unknown,Singapore,1.3423007,103.6601998,Not Available,0,Not Available,Not Available
32090,Elephantnose Fish,Tourist Attraction,Unknown,Singapore,1.4040559,103.791091,Not Available,0,Not Available,Not Available
32091,Ellie Art Studio,Art Gallery,Unknown,Singapore,1.333951,103.8880162,Not Available,0,Not Available,Not Available
32092,Entrance portal,Tourist Attraction,Unknown,Singapore,1.2841796,103.781357,Not Available,0,Not Available,Not Available
32093,Entrance to Old Tekong Battery,Historical Ruins,Unknown,Singapore,1.3996583,104.0569198,Not Available,0,Not Available,Not Available
32094,Esplanade,Monument,Unknown,Singapore,1.2898465,103.8551102,Not Available,0,Not Available,Not Available
32095,Estuarine Crocodile,Tourist Attraction,Unknown,Singapore,1.4027356,103.7953868,Not Available,0,Not Available,Not Available
32096,Eurasian Heritage Gallery,Museum,Unknown,Singapore,1.310035,103.8993185,Not Available,0,Not Available,Not Available
32097,FOFO Hill,Natural Landmark,Unknown,Singapore,1.3354006,103.6639649,Not Available,0,Not Available,Not Available
32098,Far Far Away,Tourist Attraction,Unknown,Singapore,1.254964,103.8236226,Not Available,0,Not Available,Not Available
32099,Fence Ruins,Historical Ruins,Unknown,Singapore,1.3576064,103.7564245,Not Available,0,Not Available,Not Available
32100,Fire Eel,Tourist Attraction,Unknown,Singapore,1.4040596,103.7920267,Not Available,0,Not Available,Not Available
32101,Fishing Cat,Tourist Attraction,Unknown,Singapore,1.4030279,103.7896587,Not Available,Not Available,0,Not Available
32102,Flying Fox,Tourist Attraction,Unknown,Singapore,1.4024351,103.7954807,Not Available,Not Available,0,Not Available
32103,Forest Canopy Walk,Tourist Attraction,Unknown,Singapore,1.2785287,103.8093385,Not Available,0,Not Available,Not Available
32104,Forest Discovery Centre,Tourist Attraction,Unknown,Singapore,1.3137975,103.810677,Not Available,0,Not Available,Not Available
32105,Forest Walk,Tourist Attraction,Unknown,Singapore,1.2799997,103.8030222,Not Available,0,Not Available,Not Available
32106,Former Buona Vista Battery No. 2 Gun,Tourist Attraction,Unknown,Singapore,1.3187031,103.7753593,Not Available,0,Not Available,Not Available
32107,Former Malay Film Productions,Tourist Attraction,Unknown,Singapore,1.326446,103.8514982,Not Available,0,Not Available,Not Available
32108,Former Mandai Hut (demolished),Tourist Attraction,Unknown,Singapore,1.4026328,103.7764542,Not Available,0,Not Available,Not Available
32109,Former Power Station,Historical Ruins,Unknown,Singapore,1.3606982,103.7773778,Not Available,0,Not Available,Not Available
32110,Former Thai Temple,Tourist Attraction,Unknown,Singapore,1.4168486,103.9521052,Not Available,0,Not Available,Not Available
32111,Fort Canning,Natural Landmark,Unknown,Singapore,1.293576,103.8465965,Not Available,0,Not Available,Not Available
32112,Fossa,Tourist Attraction,Unknown,Singapore,1.4020519,103.7948169,Not Available,0,Not Available,Not Available
32113,Fost Gallery,Art Gallery,Unknown,Singapore,1.2774981,103.8034996,Not Available,0,Not Available,Not Available
32114,Fragrant Garden,Tourist Attraction,Unknown,Singapore,1.3174422,103.8163834,Not Available,0,Not Available,Not Available
32115,Fruit Bat,Tourist Attraction,Unknown,Singapore,1.4003223,103.790918,Not Available,0,Not Available,Not Available
32116,Fuk Tak Chi,Museum,Unknown,Singapore,1.2828764,103.8487822,Not Available,0,Not Available,Not Available
32117,G Art,Art Gallery,Unknown,Singapore,1.2969181,103.8538671,Not Available,0,Not Available,Not Available
32118,Gallery 278,Art Gallery,Unknown,Singapore,1.2949267,103.8418278,Not Available,0,Not Available,Not Available
32119,Gallery Thirty Three,Art Gallery,Unknown,Singapore,1.2869138,103.8472507,Not Available,0,Not Available,Not Available
32120,Gangsa Hill,Natural Landmark,Unknown,Singapore,1.3786983,103.7794937,Not Available,0,Not Available,Not Available
32121,Gate,Tourist Attraction,Unknown,Singapore,1.3425102,103.6850606,Not Available,0,Not Available,Not Available
32122,Generator room,Historical Ruins,Unknown,Singapore,1.3491742,103.8113988,Not Available,0,Not Available,Not Available
32123,Geylang Serai Heritage Gallery,Museum,Unknown,Singapore,1.3166806,103.8972022,Not Available,0,Not Available,Not Available
32124,Giant Anteater,Tourist Attraction,Unknown,Singapore,1.4017536,103.7914903,Not Available,0,Not Available,Not Available
32125,Giant Flying Squirrel,Tourist Attraction,Unknown,Singapore,1.4007406,103.7900617,Not Available,0,Not Available,Not Available
32126,Giant Freshwater Stingray,Tourist Attraction,Unknown,Singapore,1.4041675,103.7918597,Not Available,0,Not Available,Not Available
32127,Giant Panda,Tourist Attraction,Unknown,Singapore,1.4037639,103.7924733,Not Available,0,Not Available,Not Available
32128,Giant River Otter,Tourist Attraction,Unknown,Singapore,1.4031975,103.7906098,Not Available,0,Not Available,Not Available
32129,Giant Tortoise,Tourist Attraction,Unknown,Singapore,1.402875,103.7946355,Not Available,0,Not Available,Not Available
32130,Gibbon,Tourist Attraction,Unknown,Singapore,1.40413,103.7930238,Not Available,0,Not Available,Not Available
32131,Gibraltar Crescent Bunker,Tourist Attraction,Unknown,Singapore,1.457724,103.835147,Not Available,0,Not Available,Not Available
32132,Ginger Garden,Tourist Attraction,Unknown,Singapore,1.310897,103.8150737,Not Available,0,Not Available,Not Available
32133,Giraffe,Tourist Attraction,Unknown,Singapore,1.4012555,103.7941691,Not Available,0,Not Available,Not Available
32134,Glow Garden,Tourist Attraction,Unknown,Singapore,1.2521276,103.8180991,Not Available,0,Not Available,Not Available
32135,Goat,Tourist Attraction,Unknown,Singapore,1.4032444,103.7967447,Not Available,0,Not Available,Not Available
32136,Golden Cat,Tourist Attraction,Unknown,Singapore,1.4010731,103.7902099,Not Available,0,Not Available,Not Available
32137,Golden Headed Lion Tamarin,Tourist Attraction,Unknown,Singapore,1.4027303,103.791617,Not Available,0,Not Available,Not Available
32138,Granite Hill,Natural Landmark,Unknown,Singapore,1.3787805,103.7837913,Not Available,0,Not Available,Not Available
32139,Green Anacondo,Tourist Attraction,Unknown,Singapore,1.4026673,103.7916525,Not Available,0,Not Available,Not Available
32140,Grey Kangaroo,Tourist Attraction,Unknown,Singapore,1.4060565,103.7932357,Not Available,0,Not Available,Not Available
32141,Guanaco,Tourist Attraction,Unknown,Singapore,1.4021913,103.791212,Not Available,0,Not Available,Not Available
32142,Gun Emplacement IV,Tourist Attraction,Unknown,Singapore,1.2656483,103.8034502,Not Available,0,Not Available,Not Available
32143,HAN Family,Tourist Attraction,Unknown,Singapore,1.3827701,103.8232709,Not Available,0,Not Available,Not Available
32144,HSBC TreeTop Walk,Scenic View,Unknown,Singapore,1.3610473,103.8113955,Not Available,0,Not Available,Not Available
32145,Haji lane,Tourist Attraction,Unknown,Singapore,1.3015475,103.858471,Not Available,0,Not Available,Not Available
32146,Hamadryas Baboon,Tourist Attraction,Unknown,Singapore,1.4055404,103.7935804,Not Available,0,Not Available,Not Available
32147,Happy Family of Five,Monument,Unknown,Singapore,1.2901856,103.8548216,Not Available,0,Not Available,Not Available
32148,Harmony in Diversity Gallery,Art Gallery,Unknown,Singapore,1.2793567,103.8466029,Not Available,0,Not Available,Not Available
32149,Haw Par Beach Villa,Tourist Attraction,Unknown,Singapore,1.4103963,103.9222681,Not Available,0,Not Available,Not Available
32150,Haw Par Mansion,Historical Ruins,Unknown,Singapore,1.2848562,103.7825498,Not Available,0,Not Available,Not Available
32151,Henderson Waves,Tourist Attraction,Unknown,Singapore,1.2760507,103.8154142,Not Available,0,Not Available,Not Available
32152,Herbs and Spices,Tourist Attraction,Unknown,Singapore,1.3203161,103.8156956,Not Available,0,Not Available,Not Available
32153,Hidden underground Japanese era structure,Tourist Attraction,Unknown,Singapore,1.3467942,103.8138053,Not Available,0,Not Available,Not Available
32154,Himilayan Tahr,Tourist Attraction,Unknown,Singapore,1.4032652,103.7890485,Not Available,0,Not Available,Not Available
32155,Hog Badger,Tourist Attraction,Unknown,Singapore,1.4007071,103.7901998,Not Available,0,Not Available,Not Available
32156,Hollywood,Tourist Attraction,Unknown,Singapore,1.2559302,103.8220744,Not Available,0,Not Available,Not Available
32157,Horned Lizard,Tourist Attraction,Unknown,Singapore,1.4028482,103.7948367,Not Available,0,Not Available,Not Available
32158,Horseshoe Crab,Tourist Attraction,Unknown,Singapore,1.4037288,103.7918708,Not Available,0,Not Available,Not Available
32159,House Ruins (NBE),Historical Ruins,Unknown,Singapore,1.351132,103.767908,Not Available,0,Not Available,Not Available
32160,Hyde Park Gate Garden,Tourist Attraction,Unknown,Singapore,1.409485,103.8665365,Not Available,0,Not Available,Not Available
32161,Imbiah Bunkers,Tourist Attraction,Unknown,Singapore,1.2569011,103.8147474,Not Available,0,Not Available,Not Available
32162,Indian Gharial,Tourist Attraction,Unknown,Singapore,1.4038152,103.7916623,Not Available,Not Available,0,Not Available
32163,Indian Wolves,Tourist Attraction,Unknown,Singapore,1.4030038,103.7838645,Not Available,0,Not Available,Not Available
32164,Jejawi Tower,Scenic View,Unknown,Singapore,1.4095612,103.9899545,Not Available,0,Not Available,Not Available
32165,Jelutong Tower,Scenic View,Unknown,Singapore,1.3513623,103.8063945,Not Available,0,Not Available,Not Available
32166,Jetty Ruin,Historical Ruins,Unknown,Singapore,1.2599633,103.8097647,Not Available,0,Not Available,Not Available
32167,Jews of Singapore Museum,Museum,Unknown,Singapore,1.2981438,103.8504861,Not Available,0,Not Available,Not Available
32168,Jurassic MIle Start/End,Tourist Attraction,Unknown,Singapore,1.33506,103.9834882,Not Available,0,Not Available,Not Available
32169,Jurassic Mile,Tourist Attraction,Unknown,Singapore,1.3331625,103.9830849,Not Available,0,Not Available,Not Available
32170,Jurassic Mile Start/End,Tourist Attraction,Unknown,Singapore,1.3275392,103.9807014,Not Available,0,Not Available,Not Available
32171,Jurassic World,Theme Park,Unknown,Singapore,1.2539038,103.8238526,Not Available,0,Not Available,Not Available
32172,Kampong Glam,Tourist Attraction,Unknown,Singapore,1.3015486,103.8622729,Not Available,0,Not Available,Not Available
32173,Kampong Selabin Well,Historical Ruins,Unknown,Singapore,1.4155835,104.0314814,Not Available,0,Not Available,Not Available
32174,Kartright Speedway,Tourist Attraction,Unknown,Singapore,1.3289694,103.6823339,Not Available,0,Not Available,Not Available
32175,Katong Antique House 加東古董,Museum,Unknown,Singapore,1.3072716,103.9071343,Not Available,0,Not Available,Not Available
32176,Kent Ridge Park,Natural Landmark,Unknown,Singapore,1.2831448,103.7910116,Not Available,0,Not Available,Not Available
32177,Koi pond,Zoo,Unknown,Singapore,1.3572945,103.9860701,Not Available,0,Not Available,Not Available
32178,Komodo Dragon,Tourist Attraction,Unknown,Singapore,1.4031137,103.7948005,Not Available,0,Not Available,Not Available
32179,Kribensis,Tourist Attraction,Unknown,Singapore,1.4040737,103.7911521,Not Available,0,Not Available,Not Available
32180,Kwan Loon Yen Shophouses,Tourist Attraction,Unknown,Singapore,1.3257075,103.8497048,Not Available,0,Not Available,Not Available
32181,Kwok Gallery,Art Gallery,Unknown,Singapore,1.3054099,103.8302025,Not Available,0,Not Available,Not Available
32182,Lamipak Gallery,Art Gallery,Unknown,Singapore,1.3226988,103.8520739,Not Available,0,Not Available,Not Available
32183,Learning Forest,Tourist Attraction,Unknown,Singapore,1.3091744,103.8142292,Not Available,0,Not Available,Not Available
32184,Lee Kong Chian Natural History Museum,Museum,Unknown,Singapore,1.3014296,103.773624,Not Available,0,Not Available,Not Available
32185,Leica Gallery,Art Gallery,Unknown,Singapore,1.2957567,103.853871,Not Available,0,Not Available,Not Available
32186,Leopard,Tourist Attraction,Unknown,Singapore,1.4016765,103.7946412,Not Available,0,Not Available,Not Available
32187,Leopard Cat,Tourist Attraction,Unknown,Singapore,1.4006374,103.7904446,Not Available,0,Not Available,Not Available
32188,Light Show Viewing Point,Scenic View,Unknown,Singapore,1.2840841,103.8584382,Not Available,0,Not Available,Not Available
32189,Lion,Tourist Attraction,Unknown,Singapore,1.4016202,103.7943488,Not Available,0,Not Available,Not Available
32190,Lion-Tailed Macaque,Tourist Attraction,Unknown,Singapore,1.4039496,103.7919436,Not Available,Not Available,0,Not Available
32191,Lithe House,Tourist Attraction,Unknown,Singapore,1.3049244,103.8527464,Not Available,0,Not Available,Not Available
32192,Living Off The Land,Tourist Attraction,Unknown,Singapore,1.382448,103.8222861,Not Available,0,Not Available,Not Available
32193,Local market,Tourist Attraction,Unknown,Singapore,1.3482625,103.7575012,Not Available,0,Not Available,Not Available
32194,Log Bridge,Tourist Attraction,Unknown,Singapore,1.386493,103.7892303,Not Available,0,Not Available,Not Available
32195,Lonely tree,Tourist Attraction,Unknown,Singapore,1.3994012,103.9582006,Not Available,0,Not Available,Not Available
32196,Long Bar,Tourist Attraction,Unknown,Singapore,1.2951307,103.8534677,Not Available,0,Not Available,Not Available
32197,Lookout Loop,Scenic View,Unknown,Singapore,1.2541665,103.8189754,Not Available,0,Not Available,Not Available
32198,MOE Heritage Centre,Museum,Unknown,Singapore,1.32582,103.8448679,Not Available,0,Not Available,Not Available
32199,MacRitchie Reservoir Submerged Boardwalk,Tourist Attraction,Unknown,Singapore,1.3413737,103.8315193,Not Available,0,Not Available,Not Available
32200,Machine Gun Post,Tourist Attraction,Unknown,Singapore,1.2626929,103.8049811,Not Available,0,Not Available,Not Available
32201,Madagascar,Tourist Attraction,Unknown,Singapore,1.2554986,103.8228409,Not Available,0,Not Available,Not Available
32202,Madame Tussauds Singapore,Museum,Unknown,Singapore,1.2540986,103.8177656,Not Available,0,Not Available,Not Available
32203,Maju Camp Tunnel,Tourist Attraction,Unknown,Singapore,1.3260848,103.7754379,Not Available,0,Not Available,Not Available
32204,Makam Habib Noh,Museum,Unknown,Singapore,1.2729174,103.8473281,Not Available,0,Not Available,Not Available
32205,Malayan Sun Bear,Tourist Attraction,Unknown,Singapore,1.4033081,103.7944444,Not Available,0,Not Available,Not Available
32206,Malayan Tapir,Tourist Attraction,Unknown,Singapore,1.4030493,103.7867311,Not Available,0,Not Available,Not Available
32207,Manatee,Tourist Attraction,Unknown,Singapore,1.4033416,103.7904556,Not Available,0,Not Available,Not Available
32208,Mandrill,Tourist Attraction,Unknown,Singapore,1.402257,103.7959582,Not Available,0,Not Available,Not Available
