id,name,address,latitude,longitude,rating,second_word,types
665,Minimountain Picnic Spot,"Q4FW+CG3, जिर्मले 57200, नेपाल",26.7735143,88.1462922,3.9,जिर्मले,
666,"Pragati Tol Danda, East-West Highway","J5W5+CV9, मेचीनगर, नेपाल",26.6460254,88.1597233,3.9,मेचीनगर,
667,Jumla Botanical Garden Dhitachaur,"76C4+Q98, देपालगाउँ 21200, नेपाल",29.2719153,82.2059395,5,देपालगाउँ,
668,Nepal Jagriti Church,"P9CF+XFF, गोकर्णेश्वर 44600, नेपाल",27.7224265,85.3736831,5,गोकर्णेश्वर,
669,जुम्ला,"जुम्ला, नेपाल",29.2889218,82.3017728,,नेपाल,
670,नेपाली जामे मस्जीद,"Jame Market, दरवार मार्ग, काठमाडौँ 44600, नेपाल",27.7068043,85.3166468,4.6,दरवार मार्ग,
671,"गुह्येश्वरी शक्तिपीठ मन्दिर, काठमाण्डौं","P963+G93, काठमाडौँ 44621, नेपाल",27.7112609,85.3534316,4.6,काठमाडौँ,
672,Jumla valley,"75FM+WCQ, चन्दननाथ 21200, नेपाल",29.2748377,82.183599,4.5,चन्दननाथ,
673,"Sinja Valley , Jumla","C268+HR, कनकासुन्दरी 21200, नेपाल",29.4114697,82.0171216,4.6,कनकासुन्दरी,
674,Hemraj's House,"75FH+FV8, jumla marga, चन्दननाथ 21200, नेपाल",29.2736648,82.1796897,0,jumla marga,
675,रारा ताल,"रारा ताल, रारा 21100, नेपाल",29.5238567,82.0788445,4.7,रारा,
676,Picnic sport jumla,"75WP+92J, चन्दननाथ 21200, नेपाल",29.29597,82.1850172,5,चन्दननाथ,
677,Simkhada picnic spot,"75WP+92, चन्दननाथ 21200, नेपाल",29.2959197,82.185034,5,चन्दननाथ,
678,Khali Chaur,"पातरासी 21200, नेपाल",29.3584662,82.1606537,4.5,नेपाल,
679,टीकापुर पार्क,"F4PH+P63, टिकापुर 10901, नेपाल",28.4867707,81.1280537,4.3,टिकापुर,
680,धनगढी फन सिटी प्रा. लि,"Bhansar Rd, धनगढी 10900, नेपाल",28.6929426,80.5566861,4,धनगढी,
681,Alpha Church,"J5H4+8P, लम्की चुहा, नेपाल",28.6285231,81.1560598,5,लम्की चुहा,
682,Jakhor Lake,"PJ4C+RVQ, धनगढी 10900, नेपाल",28.7070775,80.6222412,4,धनगढी,
683,Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal),"Santoshi Road, धनगढी 10900, नेपाल",28.7012365,80.588241,4.2,धनगढी,
684,The Dhangadhi 3D Art Museum,"धनगढी 10900, नेपाल",28.7097596,80.5765835,3.8,नेपाल,
685,Maheshpur,"Andaiya badaipur, धनगढी 10911, नेपाल",28.7559515,80.8087056,4,धनगढी,
686,"New Ocean View Aquariums & Pet Shop, Dhangadhi","धनगढी 10900, नेपाल",28.7085446,80.5757235,4.6,नेपाल,
687,Roshan art gallery,"धनगढी 10900, नेपाल",28.7066993,80.5897058,5,नेपाल,
688,श्री बेहडा बाबा मन्दिर,"10900, नेपाल",28.7395886,80.7064898,4.4,नेपाल,
689,Lovely Chok,"धनगढी 10900, नेपाल",28.7164815,80.5950823,3.8,नेपाल,
690,राजकाँडा,"VVHQ+XXX, मोहन्याल 10900, नेपाल",28.88,80.89,4,मोहन्याल,
691,Valka kund picnic spot,"QJHW+35, अत्तरीया 10900, नेपाल",28.7776902,80.6454625,4.2,अत्तरीया,
692,मितेरी पार्क,"6X28+GFV, पोखरा 33700, नेपाल",28.2013727,83.9661579,4.2,पोखरा,
693,पोखरा डिज्नील्याण्ड,"Lakeside Khara, पोखरा 33700, नेपाल",28.2182839,83.9581569,4.1,पोखरा,
694,St. Anne’s Catholic Church,"6XFM+9P5, गणेशमान सिंह मार्ग, पोखरा 33700, नेपाल",28.2233822,83.9843868,4.3,गणेशमान सिंह मार्ग,
695,"Polyang, Kaski","Unnamed Road, 33700, 33700, नेपाल",28.1086002,84.2164607,4.3,33700,
696,Masjid Aqsa,"6266+4HF, पोखरा 33700, नेपाल",28.2102967,84.0114232,4.6,पोखरा,
697,अन्तर्राष्ट्रिय पर्वतीय संग्रहालय,"पोखरा 33700, नेपाल",28.1893016,83.9797849,4.4,नेपाल,
698,पोखरा जनावर क्षेत्र,"5454+5H2, लेखनाथ 33700, नेपाल",28.1578917,84.1064056,3.1,लेखनाथ,
699,पोखरा अक्वायरियम,"Nayabazar Rd, पोखरा 33700, नेपाल",28.2199902,83.9899451,3.9,पोखरा,
700,सरीया आर्ट ग्यालेरी,"Hotel yellow pagoda, पोखरा 33700, नेपाल",28.1965344,83.9701116,4.7,पोखरा,
701,विन्ध्यवासिनी मन्दिर,"Pokhara-Baglung Hwy Bindhyabasini, पोखरा 33700, नेपाल",28.2377642,83.984173,4.6,पोखरा,
702,Kaskikot Palace,"7WC3+RXX, कास्कीकोट 33700, नेपाल",28.2721091,83.9049714,4.5,कास्कीकोट,
703,The Mountain House Treks & expedition Pvt.Ltd - Trekking in Pokhara Nepal,"Nahar Marg street no 32, पोखरा 33700, नेपाल",28.2130688,83.9658096,5,पोखरा,
704,कास्कीकोट पिक्निक स्पट,"7W8G+Q4, पोखरा 33700, नेपाल",28.266974,83.925286,4.9,पोखरा,
705,"Kori Hill,कोरी डाँडा","C59H+796, नमर्जुंग 33700, नेपाल",28.4181717,84.1783894,4.6,नमर्जुंग,
706,रत्न पार्क,"रत्न पार्क पथ, काठमाडौँ 44600, नेपाल",27.7060531,85.3148081,3.9,काठमाडौँ,
707,काठमाडौं फन पार्क,"प्रदर्शनी मार्ग, काठमाडौँ 44600, नेपाल",27.701377,85.3203981,4,काठमाडौँ,
708,GREATER GRACE CHURCH KATHMANDU NEPAL,"pepsicola काठमाडौ महानगर पालिका ३२ पेप्सिकोला, 44600, नेपाल",27.6872969,85.3648296,3.7,44600,
709,स्वप्न बगैँचा,"P877+MR2, त्रिदेवी सडक, काठमाडौँ 44600, नेपाल",27.7141261,85.3145041,4.2,त्रिदेवी सडक,
710,तारागाउँ संस्कृति सङ्ग्रहालय,"बौद्धनाथ सडक, काठमाडौँ 44600, नेपाल",27.7201823,85.3561869,4.2,काठमाडौँ,
711,पशुपतिनाथ मन्दिर,"पशुपतिनाथ मार्ग, काठमाडौँ 44600, नेपाल",27.710512,85.3488125,4.7,काठमाडौँ,
712,काठमाडौं दरबार क्षेत्र,"काठमाडौँ 44600, नेपाल",27.7042737,85.307463,4.5,नेपाल,
713,पाटन दरबार क्षेत्र,"ललितपुर 44600, नेपाल",27.6726981,85.3253211,4.6,नेपाल,
714,Nepal Trekking Experts Pvt. Ltd.,"Amrit Marg,Thamel, Post Box: 23437, काठमाडौँ 44600, नेपाल",27.7157787,85.3128545,5,Thamel,
715,शंख पार्क,"P8MV+93R, Pragati Tole Marg, काठमाडौँ 44600, नेपाल",27.7334797,85.3426304,4.2,Pragati Tole Marg,
716,Kavre,"Layaku Rajmanch, Layaku, बनेपा 45210, नेपाल",27.6337163,85.5193611,4.4,Layaku,
717,"Nepali Evangelical Church (NEC), Banepa, Kavre, Nepal","JGM8+CGQ, बनेपा 45210, नेपाल",27.6335873,85.516362,5,बनेपा,
718,TINDHARA JHARANA WATERFALL BASE,"पाँगु 45200, नेपाल",27.487874,85.5652426,4.5,नेपाल,
719,पनौती संग्रहालय,"HGP8+2V7, Indreshwor Temple Square, पनौती 45209, नेपाल",27.5850271,85.51709,4.4,Indreshwor Temple Square,
720,Maa Chandeshwori Aquariums,"Banepa kwolan tole, बनेपा 45210, नेपाल",27.6330743,85.5186673,4.5,बनेपा,
721,इथुली फल्चा:,"MC8X+PPV, Unnamed Road, 44800, नेपाल",27.6668549,85.4492827,5,Unnamed Road,
722,Panauti Durbar Square पनौती दरबार क्षेत्र,"HGP8+255, पनौती 45209, नेपाल",27.5850165,85.5154733,4.6,पनौती,
723,काभ्रेपलान्चोक,"काभ्रेपलान्चोक, नेपाल",27.5285353,85.643487,,नेपाल,
724,Achakhel,"JGJG+WW6, Ghokechaur Marg, बनेपा 45210, नेपाल",27.6322896,85.5272634,0,Ghokechaur Marg,
725,Community Hike,"community hike, Sanga, पनौती, नेपाल",27.6416498,85.4778176,4.6,Sanga,
726,PANAUTI COMMUNITY PICNIC SPOT,"पनौती 45209, नेपाल",27.5980103,85.4993294,5,नेपाल,
727,"Manebhanjyang park, Sakela Gaaunpalika, khotang","56200, नेपाल",27.1601655,86.851728,4.6,नेपाल,
728,"Hantolung Park, Nunthala","6Q7V+GFP, दिक्तेल 56200, नेपाल",27.2518125,86.7468125,0,दिक्तेल,
729,साब्रु एलाेहीम मण्डली,"8Q2X+WF, खार्मी 56200, नेपाल",27.3023309,86.7986598,0,खार्मी,
730,खोटांग बजार,"खोटांग बजार 56200, नेपाल",27.026608,86.8471308,,नेपाल,
731,Haleshi Mahadev Temple,"5JVC+4V7, महादेवस्थान 56200, नेपाल",27.1927785,86.6221567,4.8,महादेवस्थान,
732,Diktel Bazar,"दिक्तेल 56200, नेपाल",27.2231286,86.7878354,4.4,नेपाल,
733,Mundhum Trail,"5WXH+Q9X, 57000, नेपाल",27.1994849,86.9284717,4.9,57000,
734,Thalthale Picnic Spot,"2XJ4+H3, धोत्लेखानी, नेपाल",27.03143,86.955213,5,धोत्लेखानी,
735,Rupakot Danda रुपाकोट डांडा,"7Q6J+JX7, दिक्तेल 56200, नेपाल",27.2615401,86.7824351,4.7,दिक्तेल,
736,यु एन पार्क,"M8PG+6GJ, Park Ln, ललितपुर 44700, नेपाल",27.6855826,85.3262662,3.9,Park Ln,
737,Our Lady Of Assumption Church,"M8F4+3J4, Jhamsikhel Road, ललितपुर 44700, नेपाल",27.6726342,85.306591,4.6,Jhamsikhel Road,
738,Jame Masjid Patan,"M8FH+4VG, ललितपुर 44700, नेपाल",27.672801,85.3297129,4.5,ललितपुर,
739,पाटन संग्रहालय,"M8FG+944, भिन्द्यो क्व - सौग: लँ, ललितपुर 44700, नेपाल",27.6733773,85.3253361,4.6,भिन्द्यो क्व - सौग: लँ,
740,NEW AQARIUM CENTRE,"Hospital Rd, ललितपुर 44700, नेपाल",27.6691469,85.3217997,4.1,ललितपुर,
741,कृष्ण मन्दिर,"M8FF+CXG, ललितपुर 44700, नेपाल",27.673565,85.3249533,4.7,ललितपुर,
742,Balkumari Picnic Spot,"J8HC+RPQ Balkumari Temple, ललितपुर 44700, नेपाल",27.6295823,85.321853,4.1,ललितपुर,
743,पदयात्रा नेपालका लागि,"Bharma Kumari Marga, काठमाडौँ 44600, नेपाल",27.7131801,85.3124974,4.6,काठमाडौँ,
744,"Gairikhoriya(Koiralaphant),Lamjung,Nepal.","48XF+FGX, Koiralaphant 33600, नेपाल",28.1487347,84.3238547,4.8,Koiralaphant,
745,फिस्टेल ड्रीम पार्क,"5XGR+2G7, बागमारा रोड, पोखरा 33700, नेपाल",28.174387,83.9925495,4.1,बागमारा रोड,
746,The Church of Children of Light,"36RW+P7P, समिभन्ज्यांग 33600, नेपाल",28.0918378,84.2456939,5,समिभन्ज्यांग,
747,Lamjung Durbar,"6978+7Q3, वेसीशहर 33600, नेपाल",28.2131351,84.3669256,4.4,वेसीशहर,
748,फैजन ए मुस्किल कुशा मुसल्ला,"69HH+H46, वेसीशहर 33600, नेपाल",28.2289239,84.3777857,5,वेसीशहर,
749,SHILPI MUSEUM,"वेसीशहर 33600, नेपाल",28.205943,84.3707288,5,नेपाल,
750,Akaladevi Mandir अकलादेवी मन्दिर,"5C6Q+3G9, डुम्रे-बेसिशहर-चामे राजमार्ग, भोटेओडार 33600, नेपाल",28.1601589,84.4388693,4.6,डुम्रे-बेसिशहर-चामे राजमार्ग,
751,Bhulbhule Canyoning Lamjung,"79RG+MGR, खुदी 33600, नेपाल",28.2917289,84.3762741,4.5,खुदी,
752,LIPE HILL,"इलाम पोखरी 33600, नेपाल",28.2359081,84.5570933,5,नेपाल,
753,Campsite on Upper Marsyangdi reservoir,"8C72+9RW, बाहुनडाँडा 33600, नेपाल",28.3134908,84.4020769,5,बाहुनडाँडा,
754,शहीद स्मारक पार्क,"CXVX+2R, हेटौडा 44100, नेपाल",27.4430853,84.9999735,4.3,हेटौडा,
755,Adventure World Hetauda,"CXVX+2R, हेटौडा 44100, नेपाल",27.4423914,85.0003456,5,हेटौडा,
756,Makwanpur Prasansa Mandali,"C26M+6WG, हेटौडा 44107, नेपाल",27.4105998,85.0348503,5,हेटौडा,
757,जामे मस्जिद,"C2GP+MGQ, हेटौडा 44107, नेपाल",27.4267056,85.0364788,4.2,हेटौडा,
758,Frn's Aquarium,"श्री भुटनदेवी उच्च माध्यमिक विद्यालय, हेटौडा 44107, नेपाल",27.428594,85.0352454,4.9,हेटौडा,
759,पशुपती मन्दिर,"C29M+MFM, हेटौडा 44107, नेपाल",27.4192101,85.0336847,4.6,हेटौडा,
760,Martyrs Memorial Park,"C2V2+V6J शहीद स्तम्भ, हेटौडा 44100, नेपाल",27.4420456,84.9999012,4.3,हेटौडा,
761,Makawanpur Gadhi,"C46W+CX5, मकवानपुरगढी 44100, नेपाल",27.4110229,85.1474859,4.4,मकवानपुरगढी,
762,सगरमाथा पैदल यात्रा ट्रेकहरू र अभियान,"Pandey Chap Bus Park Kirtipur -15, 44100, नेपाल",27.655663,85.276063,4.5,44100,
763,Makawanpur Gadi Picnic Spot,"C562+J6C, Trail to Makwanpur Gadhi, मकवानपुरगढी 44100, नेपाल",27.4115616,85.1505069,4.5,Trail to Makwanpur Gadhi,
764,कुवापानी डाँडा,"FWMP+VM3, हेटौडा 44100, नेपाल",27.4846314,84.936665,4.3,हेटौडा,
765,New kachan,"94VF+WJR, नमर्जुंग 33700, नेपाल",28.394857,84.124008,0,नमर्जुंग,
766,Tanki Manang,"M2C7+H8M, मनाङ गाविस 33500, नेपाल",28.6714712,84.0133118,4.7,मनाङ,
767,मनाङ संस्कृति संग्रहालय,"M28F+4MQ, टंकी मनांङ् 33500, नेपाल",28.6653597,84.024244,4,टंकी,
768,अन्नपुर्ण संरक्षण क्षेत्र,"R2C8+5MX, जोमसोम 33100, नेपाल",28.8204837,84.0167423,4.6,जोमसोम,
